fc_num,contact_date,street,city,zip,circumstance,basis,key_situations,vehicle_type,sex,race,ethnicity,age,build,skin_tone,was_frisked,narrative
FC23001994,2023-04-16 11:02:00,OLD COLONY AVE,SOUTH BOSTON,2127,Encountered,Reasonable Suspicion , Body Worn Camera,,Male,Black,Not of Hispanic Origin,22.0,Unknown,,1,"About 11:08am on Sunday, 04/16/23, Officers Hill and Martin in the F101D assisted the F112D on a radio call for a fight at XXXMonsignor Dennis F. O'Callaghan Way, South Boston. CAD NOTES: 04/16/23 11:08:39 (pct20):GROUP OF 4 OR 5 FIGHTING OUTSIDE BY ABV 04/16/23 11:08:52 (pct12):CLR STS MALES BEATING UP SOMEONE WITH A WOOD 04/16/23 11:09:22 (pct12):BLK MALE WRNG COLORFUL JACKET, BLK PANTS 04/16/23 11:09:47 (pct12):BLK MALE WRNG BLK JACKET,BLK PANTS 04/16/23 11:09:58 (pct12):3 MALES IN TOTAL 04/16/23 11:19:14 (pdt06):F101D -- LOGAN/GAVIN WAY 04/16/23 11:19:43 (pdt06):F112D -- POSS VIC LOCATED DOSENT WANT TO TALK TO POLICE IS DENYING EVERYTHING Officers observed an individual fitting the description of the colorful jacket at the intersection of Logan/Gavin Way. The individual was in a group of about 4 or 5 people. Officers conducted a CJIS inquiry of the suspect (XXX DOB: XX/XX/XXXXwhich revealed no warrants. No weapon found. The victim recanted statements. Suspect cooperated and was released forthwith. Body worn cameras activated."
FC23001995,2023-04-16 13:37:00,COLUMBIA RD,DORCHESTER,2121,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,23.0,,,1,"Tstop for Vals (90/17 - Speeding , 90/9 - Op unregistered M/V & 90/14 - Failure to use turn signal) at XXXColumbia Rd. Upon approach of the m/v Officer Champagnie operator identified as XXX (prior f/a's). Officer Champagnie observed a very steady shake in XXXhands as well as his breathing begin to quicken. Once inquiring on why he was shaking, XXXstated to Officer Champagnie that he was nervous. CJIS inquiry of the vehicle resulted in expired registration of MA XXXOfficer Champagnie conducted a motor vehicle inventory search of the vehicle. Vehicle was towed from the aforementioned address by D & D towing. Written Citation Issued. FIO'D to associate occupant with m/v. H415D (Champagnie)."
FC23001997,2023-04-16 17:30:00,,BOSTON,2111,Stopped,Probable Cause, Body Worn Camera,,Male,Black,Unknown,49.0,,,0,Officers conducted a traffic stop for VALS on a white Honda Accord (MA REG: XXX Officers identified the driver asXXX CJIS inquiry revealed XXXhas multiple open F/A cases out of Brookline District Court. XXXalso has a history of armed robbery and B&E. XXXinformed officers that he was in downtown because he's currently driving for Doordash and was on his way to make several deliveries. BWC activated. AK15F (Hiltunen/ Marchand)
FC23002003,2023-04-17 00:00:00,,BOSTON,2121,Stopped,Reasonable Suspicion , Body Worn Camera,,Male,Black,Not of Hispanic Origin,18.0,,,1,"While travelling on Blue Hill Avenue officers observed a male walking in the direction of Washington Street. As they passed they observed the male to be scaning in all directions, wearing all black with a ""sheisty"" mask covering his face, he was also wearing a black latex glove on only his right hand and had the right arm pinning against his sweatshirt pocket with his left arm swinging freely. The male hastened his pace as officers passed. Officers made contact with the male, identified as XXX, at the intersection of Washington Street and Bilodeau Street. A long kitchen knife was located in XXX's right sweatshirt pocket, where he had been pinning his arm. Officers checked along his path of travel where they had lost sight of him for additional weapons or contraband to negative results. XXX stated that the knife was for protection and that he had been wearing the glove because he was helping a friend dye her hair earlier in the night. He has been encountered multiple times with M4 associates."
FC23002005,2023-04-17 00:00:00,ALBANY STREET,BOSTON,2118,Stopped,Probable Cause," Homeless, Body Worn Camera",,Male,White,Not of Hispanic Origin,36.0,Thin,Medium,0,"R/C to XXXAlbany street to investigate person. Officers spoke with BMC security who stopped suspect XXX XX/XX/XXXXin relation to BMC report # XXX. Officers observed XXXwearing a black Bruins hat, Black fleece, camo style pants and black shoes and black bag. BMC security was able to provide an ID wanted poster from an incident that occurred on April 16th, 2023. Officers observed the suspect on the ID poster to have a similar appearance to XXX XX/XX/XXXX"
FC23002014,2023-04-17 08:45:00,CHARLES ST,BOSTON,2108,Encountered,Encounter, Other Agency/Unit Notified,,Male,White,Not of Hispanic Origin,27.0,Medium,Light,0,"Officer encountered XXX (DOB: XX/XX/XXXXin the area of the Boston Common/Public Garden on 04/17/2023 at about 9:00am as runners for the Boston Marathon were loading transport buses. XXXwas inquiring about how to enter through a locked gate and then into the secure areas in which Officers told him he was allowed to go through the way he desired. XXXthen walked in a different direction into the Boston Common. XXXwas wearing the same clothing from a sexual assault incident on 04/13/2023: a black sweatshirt with ""NIKE"" across the front, black pants, and black shoes. After XXXfleeing, Officers became aware that he has three active warrants."
FC23002006,2023-04-17 14:30:00,CENTRE ST,BOSTON,2119,Stopped,Probable Cause, Drugs,,Male,Black,Not of Hispanic Origin,31.0,Thin,,1,"Above arrested inside Bromley Heath Development for Poss. Class B--during arrest XXXthreatened officers and repeatedly stated he was ""close to seriously hurting someone"". FIO for Ofc Safety"
FC23002007,2023-04-17 17:58:00,JEFFRIES ST,EAST BOSTON,2128,Stopped,Probable Cause, Body Worn Camera,Suv (sport Utility Vehicle),Male,Black,Not of Hispanic Origin,30.0,,,0,"About 5:58 PM on 04/17/23, Officers made a traffic stop of MA Reg. XXXfor VALs (90/14B- Failure to use turn signal) at XXXJeffries St. Driver/ Owner: XXX- BOP ranging from multiple FA charges, assault w/ intent to murder, armed robbery, unarmed robbery, and multiple 94c violations (trafficking, distribution class B). Prior to the stop, officers observed the m/v idling for several minutes by Marginal and Jeffries St near the basketball court. Verbal warning issued for VALs. FIOE’d and released. G201F (Nepomuceno-Mateo/Nedio)"
FC23002012,2023-04-17 23:57:00,COLUMBUS AVE,ROXBURY,2119,Encountered,Reasonable Suspicion , Body Worn Camera,,Male,White,,19.0,Medium,Light,1,"Officers responded to a radio call for a person with a gun at XXXColumbus Ave #2, Roxbury. Officers encounteredXXXXX/XX/XXXXNo firearms found. It is to be noted that XXXis on a gps monitor bracelet for open firearm case with large capacity magazines. (Copello/Abrahamson)"
FC23002024,2023-04-18 00:00:00,,BOSTON,2125,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,27.0,Thin,Medium Brown,1,"TS for VALs (attached plates), on a Black Ford Mustang (NY Reg XXXat Columbia Road and Annabel Street, Dorchester. Operator was identified as XXXXX/XX/XXXXPrior F/A XXX was removed from the vehicle and was frisked with negative results. Officers then escorted XXX to his residence of XXXCentre Street, Dorchester, where he parked his vehicle in the driveway. Officers informed XXX he needs to get rid of the plates and get new ones. FIOED to associate with MV. B104F (Ryan & Gilmore)"
FC23002011,2023-04-18 00:00:00,,DORCHESTER,2124,Stopped,Reasonable Suspicion , Body Worn Camera,,Male,Unknown,Not of Hispanic Origin,34.0,Thin,Light,1,"Officers stopped XXXfollowing a call for a person with a knife. XXXmatched the 911 caller description, had dreadlock style hair, and was wearing a black Red Sox hat, black sweatshirt with ""Mattapan"" written on the front, blue jeans and black shoes with a white stripe and white sole. The 911 caller said he/she was threatened with the knife but officers were unable to locate the victim after multiple call back attempts. Pat frisk of XXXrevealed him to be in possession of a black, spring-assisted folding knife and a badge hanging from his neck identifying him as an unspecified ""Security Enforcement Officer."" XXXappeared intoxicated and repeatedly insisted he was undercover working for the government. XXXhas an MA BOP record consisting of multiple prior ADW and 209a offenses. CJIS inquiry negative for warrants. Officers were unable to locate any witnesses or victims, so XXXwas FIO'ed and released forthwith. H102A (MacLeod / Ruane) & H103A (Vraibel / Madden)"
FC23002112,2023-04-18 11:50:00,MALLARD AVE,DORCHESTER,2124,Stopped,Reasonable Suspicion ,,,Male,White,Hispanic Origin,17.0,,,1,"Officers observed two males make a hand to hand transaction and part ways in opposite directions near Talbot Ave. and Millet St. One of the males noticed police in the area and walked away at a hurried pace towards Mallard Ave. Officers stopped the male (XXX and asked him about the transaction. XXXinitially denied it taking place but later said he bought weed from the other male, who he was unable to provide a name for. During the interaction, sweat began to drip from XXXforehead despite the temperature being cool. A frisk of XXXproduced negative results. XXXstated he lives at XXXSouthern Ave. #1 and goes by the nicknameXXX Officers were unable to locate the other involved party. CK01 - Adams, Harrington, O'Toole"
FC23002019,2023-04-18 17:30:00,WASHINGTON ST,BOSTON,2110,Encountered,Intel, Body Worn Camera,,Male,White,Not of Hispanic Origin,56.0,Medium,Light,0,Officer observed an ID Wanted Email sent from A-1 Detectives regarding I232029833 The Officer observed a male who resembled the individual in the ID Wanted Email. The Officer stopped XXX (DOB XX/XX/XXXXas he appeared to be the individual in the ID wanted E-mail. XXXwas also wearing very similar clothing to the individual from the ID wanted Email. The incident was recorded on BWC (P230187297)
FC23002022,2023-04-18 19:01:00,,BOSTON,2116,Encountered,Intel, Body Worn Camera,Passenger Car/ Automobile,Male,Black,Hispanic Origin,29.0,,,0,"radio call for a MVA - No injuries (see I232030088)XXX was the operator of a 2016, white, Honda Accord bearing MA Reg:XXX's bop revealed open drug cases (class a & b). D441F (Herbert)"
FC23002021,2023-04-18 21:00:00,,BOSTON,2115,Stopped,Reasonable Suspicion ,,,Male,White,Hispanic Origin,38.0,,,0,R/c for aggressive panhandler following the victim at the intersection of Massachusetts Ave and Huntington Ave. Officer stopped male matching description XXXat corner of Mass Ave and Huntington Ave. Officer explained to XXXthe reason for stopping him which he stated he understood and was very apologetic for his actions. XXXadvised to vacate the area and refrain from such activities which he complied with. FIOE'd and released. Kovaleski
FC23002035,2023-04-18 22:35:00,MASCOMA ST & FAYSTON ST,BOSTON,2121,Observed,Intel, Gang,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,23.0,Thin,Medium,0,Officers observed XXX (Active - H-Block) smoking inside of MA REG XXXidling at the corner of Mascoma St/Fayston St. Officers were aware of a BRIC flyer from 04/13/23 where H-Block associates may be targeting individuals on Dunkeld St. Officers circled the block in attempt to speak with XXXhowever the vehicle had left the scene. B415F (Donovan/Deluca)
FC23002026,2023-04-18 22:50:00,,BOSTON,2125,Stopped,Reasonable Suspicion ," Body Worn Camera, Gang",Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,27.0,,,0,About 2250 on Tuesday April 18 2023 Officers stopped MA REGXXX. Operating was XXX (Cameron). Vehicle was stopped for speeding. XXXwas talkative and polite. Verbal warning issued. BK02F McQuaid/Bertocchi
FC23002032,2023-04-19 00:00:00,ALBANY ST,BOSTON,2118,Observed,Intel, Drugs,Passenger Car/ Automobile,Male,Black,Unknown,56.0,,,0,"About 5:35am on 04/19/23 While assigned to code 19 fixed post, observed MA REG XXXpark in no stop/stand at XXXalbany st. Vehicle registered to XX/XX/XXXX Following on Bop: Poss Class B, Indecent A/B on child, B/E nighttime Observed two parties exit vehicle and walk behind needle exchange van. About 10 min later observed two parties get into MA REG XXXas driver left area. Citation issued for no stop/standing."
FC23002050,2023-04-19 00:00:00,,BOSTON,2125,Stopped,Intel, Body Worn Camera,,Male,Black,Hispanic Origin,25.0,Thin,Medium Brown,1,"TS at Columbia Rd and Hamilton St. for speeding and window tint violation MA Reg XXX Operator was identified as XXX who is currently on probation for F/A offenses. XXXwas seen making a quick jerking motion towards the passenger seat floor board as he came to a stop, when officers approached the vehicle XXXwas empty handed and appeared to have rapid breathing. Officers observed a black safe on the passenger side floor board. Officers issued an exit order and frisked the vehicle with negative findings for weapons. Officers requested a ballistics K9 to the scene and got two positive sniffs on the locked safe, which was positioned on the floor of the passenger seat. The C904 Sgt Gomes was able to open the safe which revealed negative findings for weapons. Officers further observed a large sum of U.S currency rolled in a rubber band in the center console as well as marijuana residue on a tray which was on the passenger seat. Officers issued a written citation for the VALS. Murray/Shetrawski"
FC23002029,2023-04-19 01:47:00,NAZING,DORCHESTER,2121,Stopped,Reasonable Suspicion ," Auto Investigator, Body Worn Camera",Suv (sport Utility Vehicle),Male,Black,Not of Hispanic Origin,29.0,Thin,,1,"Officers Falco and Parlon while assigned to the C111A conducted a traffic stop on Nazing Street at Blue Hill Avenue on a black, 2021, Ford Explorer MO RegXXX for Failure to Display Headlights (c90 s7). CJIS inquiry revealed the registration “NOT ON FILE” (c90 s23). Operator identified asXXX (DOB: XX/XX/XXXXmultiple firearm and narcotics charges (Trafficking Class A & B, Large Capacity Firearm) from 12/26/2012 to 01/17/2023XXXstated he rented the motor vehicle from Flex Car and displayed a proper sales agreement for the motor vehicleXXXdid not have the registration in the motor vehicle (c90 s11).XXX was removed from the motor vehicle and a pat frisk was conducted of his person to no avail. An inventory of the motor vehicle was conducted to no avail. Due to the close proximity ofXXX’s address he was allowed to legally park the motor vehicle on the side of the street and advised to call Flex Car to obtain proper registrationXXXwas cordial, compliant, and cooperative throught the entirety of the stop. Citation XXXissued for MGL c90 s7 Headlights; Fail to Display and c90 s11 Registration Not in Possession. Body Worn Cameras activated."
FC23002028,2023-04-19 02:10:00,CHARTER ST,BOSTON,2109,Stopped,Reasonable Suspicion , Body Worn Camera,Suv (sport Utility Vehicle),Male,White,Hispanic Origin,28.0,,,0,"Officers received a radio call for an unknown male ringing doorbells at Charter St. Officers spoke to two residents, one of whom stated that he believed the male, described as a light-skinned Hispanic male wearing dark colored clothing had been ringing the bell and was let into the building. He heard the male knocking on the door on the 5th floor, but eventually heard the male leave the front door. The unknown male subject got into a waiting vehicle, which officers were able to determine from a photo to be a Honda CRV with distinct wheels and left the premise prior to their arrival. While canvassing the area, officers observed a vehicle matching the image on the North Washington St bridge, heading toward Causeway St. The vehicle turned left onto Commercial St, where officers performed a traffic stop. The driver, XXX stated that he was an Uber driver and had picked up a male passenger atXXX He stated that he waited 4 minutes for the male to exit the building, and dropped him off at XXX Otis St, Everett. He did not know the male subject's name, and stated that the Uber app does not store that information after the ride has been completed."
FC23002031,2023-04-19 05:01:00,HANSBOROUGH ST,DORCHESTER,2124,Encountered,Encounter, Body Worn Camera,,Male,Black,Not of Hispanic Origin,35.0,Medium,Medium Brown,0,"About 5:04am Officers Falco and Parlon responded to a radio call for a radio call for a Person With a Gun at XXXXXX Dorchester The reporting party refused to meet with officers and refused to speak with 9-1-1 calltakers further. The reporting party rejected all attempts at a callback. Suspect described as a white or hispanic female, medium build, wearing a black tanktop and black jeans at a ""get together"". The surrounding area was canvassed for suspects matching the given description, witnesses, or victims to no avail. The surrounding area was canvassed for weapons or firearms to no avail. While outside of the apartment building the officers observed a loud party from within that sounded like many individuals inside and loud music playing. Officers made entry into the apartment building and located the source of the noisy individuals and loud music. Officers spoke with the residents of Apartment #XXX which is located on the XXX floor who stated they were having a big birthday party. XXX (DOB: XX/XX/XXXXwas identified as the second person to open the door for officers. XXX has a lengthy violent BOP including Assault to Murder, Armed Robbery, and ABDW. XXX was also involved in a traffic stop which led to a firearm arrest on 04/01/2023 XXX. XXX was apprehensive with the officers but let everyone else located within the apartment unit leave and he remained with the two primary residentsXXX (DOB: XX/XX/XXXXand XXX (DOB: XX/XX/XXXX None of the individuals removed from Apartment #XXXmatched the suspect description given by the reporting party. FIO'd to associate XXX with the address XXXXXX, Dorchester."
FC23002033,2023-04-19 06:30:00,WASHINGTON ST,DORCHESTER,2124,Stopped,Probable Cause, Body Worn Camera,,Male,Black,Not of Hispanic Origin,41.0,Thin,Dark,1,"Radio call for an unknown male sleeping on callers front porch with a knife laying next to him. Officers identifiedXXX (MA BOP includes prior F/A, armed robbery, B&E, drug distribution) laying on the porch. Pat frisk revealed XXXin possession of a folding box cutter. Mark43 inquiry shows XXXwas present for the November 2022 firearm arrest of XXX who is a documented Corbet/Morton Street Bricks Gang associate. Also present at the time of the arrest was XXX who is an active Corbet/Thetford Ave associate. CJIS inquiry negative for warrants/restraining orders. Officers instructed XXXhe could not sleep on other people's property without permission. H102A (MacLeod / Ruane)"
FC23002037,2023-04-19 09:31:00,ALMONT ST,BOSTON,2126,Observed,Intel,,,Male,Black,Unknown,,Thin,Medium Brown,0,"While working a paid detail in the area of XXXAlmont St, Mattapan the officer observed a black male approximately in his late teens-early 20’s, wearing a black sheisty mask completely covering his face, red long sleeved shirt, and black pants. The male was of thin build and approximately 5’7-5’8. The officer observed the male walk from Blue Hill Ave towards Almont Park in a hurried pace, the subject entered the Park, filmed himself making signs and gestures and appeared to be saying some words. The male at the completion of his recording immediately left the area towards Mattapan Sq. FIO’d for intel purposes. Officer Villanueva-B3/LH"
FC23002040,2023-04-19 11:30:00,CROWLEY-ROGERS WAY,BOSTON,2127,Observed,Intel, Gang,,Male,Black,Not of Hispanic Origin,26.0,Thin,Medium Brown,0,"While performing a construction detail, I observed XXX (Active Woodward - Prior 94C) exit XXXCrowley-Rodgers Way and take multiple phone calls. He then moved to the front steps of XXX Street and phoned multiple individuals. XXXwas hypervigilant for the duration of this observation. XXXfrequently stands in front of La Borilla Grocery which is located at the intersection of Dudley St. and Albion St. with other active Woodward & N.O.B. gang members. FIO for intel purposes. -VD20XXX(Cubarney)"
FC23002061,2023-04-19 11:34:00,,BOSTON,2119,Stopped,Encounter, Body Worn Camera,,Male,Black,Not of Hispanic Origin,32.0,Medium,Medium,1,"While on a Code 19 in the Dudley Triangle, Officer Gilmore observed MBTA Police Officers running in the bus terminal. Officer Gilmore asked what was taking place to which they stated an individual who previously pulled a firearm on a bus driver was on bus #28 headed to the dudley triangle. Officer Gilmore informed Boston Police Operations (Channel 3) who had no knowledge of this. Officer Gilmore located the bus at Warren and Clifford Street and made contact with the bus driver who pointed at an individual sitting in the rear of the bus, later identified as XXX. Officer Gilmore approached XXXwho became hostile and tensed his arms, pinning them to his body. Officer Gilmore placed XXXunder arrest. MBTA police took custody of XXXand ultimately charged him with ADW - Firearm. B451D (Gilmore)"
FC23002043,2023-04-19 12:20:00,,DORCHESTER,2124,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,Female,Black,Not of Hispanic Origin,29.0,Medium,,0,"Tstop for Vals (Excessive Window Tint) at Norfolk St & Talbot Ave of MA REG: XXX Op identified as XXX ( prior F/A's & Geneva Associate). Before making approach to the vehicle XXXstuck her registration, license & a tint waiver out of the vehicle. It should be noted the tint waiver was had a produced date of - 05/08/20 Officer Champagnie inquired on the reasoning for the excessive window tint & XXXresponded with ""Im a local rapper with a lot of shiny things"" FIO'D to associate occupant with m/v. H426D (Champagnie)."
FC23002046,2023-04-19 16:59:00,LEXINGTON ST,EAST BOSTON,2128,Observed,Encounter,,Suv (sport Utility Vehicle),Male,Unknown,Hispanic Origin,34.0,,,0,"While conducting a routine patrol of Lexington Street, officer observed MA XXXparked in front of XXXLexington Street. The vehicle is a white Ford Explorer with LED lights on the front grille, a spotlight mounted on the driver's side A pillar, and a ""thin blue line"" decal on the rear hatch. These modifications could cause this vehicle to be easily mistaken for a police cruiser. A CJIS inquiry showed the vehicle to be registered to XXX (DOB XX/XX/XXXXPer CJIS, XXXdoes not have a BOP. A search of the POST database showed that XXXis not a police officer. FIOE for officer safety and to associate with vehicle. -G412F (Byrnes, P.)"
FC23002049,2023-04-19 18:30:00,MORTON ST,DORCHESTER,2126,Observed,Probable Cause,,,Male,,,,,,0,"04/19/2023 officers responded to a radio call for a B&E in progress at XXX Morton Street (Active construction site) Officers from several backyards away observed a juvenile male matching the description provided by the caller. * lightskin male 5'6'-5'7 130-145 LBS, black shiny puffer jacket, black 3 stripe adidas sweapants, shower cap on head. Upon seeing officers juvenile male fled towards wildwood street and then back into the rear backyards of XXX Wildwood, where officers lost sight."
FC23002051,2023-04-19 18:37:00,JAMES O'NEILL STREET,BOSTON,2127,Stopped,Encounter, Body Worn Camera,Passenger Car/ Automobile,Male,White,Hispanic Origin,37.0,Medium,,1,"TSTOP for VALS of MA REG: XXX(2017 Honda Accord; White) in the area ofXXXXXXon 04/19 at about 6:45pm. Officers observed vehicle idling in the area of XXX O'Callaghan Way. Operator XXXXX/XX/XXXX(Heath Street) stated that he stays at both XXX O'Callaghan andXXXXXX. XXX was recently released from Federal Custody for a 15 year sentence for 94C charges. XXXhas prior F/A convictions. FIOE to connect with both locations. FIOE and released. FK01F (Fullam, Burke)"
FC23002053,2023-04-19 21:12:00,RUGGLES ST,ROXBURY,2120,Encountered,Encounter," Body Worn Camera, Juvenile",,Male,Black,Not of Hispanic Origin,16.0,,,0,"Officers made contact with XXX (DOB: XX/XX/XXXXat his residence, XXX Ruggles apartment XXX Mr. XXXis well known to Officers and requested to speak with police via department cell phone. Mr. XXXrequested Officer support with various family and work concerns. B2 CSO Sgt. Sullivan notified. Mr. XXXand his mother were notified of his two warrants Docket XXXand Docket XXXto which they said they would go to Boston Juvenile Court in the morning. B103F (Green/Pires)"
FC23002066,2023-04-20 00:00:00,NORWELL ST,BOSTON,2121,Stopped,Intel," Body Worn Camera, Gang",,Male,Black,Not of Hispanic Origin,25.0,Thin,,1,"T-Stop at Washington St and Norwell St. for Ch90/9D on MA Reg XXX Op identified as XXXactive Columbia Rd associate prior F/As. passengerXXX. XXXwas extremely agitated and visibly shaking while arguing with officers about the reason for the stop. XXXwas found to have a suspended drivers license, exit order issued frisk of XXXand vehicle for weapons yielded negative results. The vehicle did have several lose panels and natural voids under the steering column driver/passenger seat and glove box.XXX possessed a valid operators license and took possession of the vehicle. XXXwill be summonsed to DOT court for operating with a suspended license. Murray/Shetrawksi"
FC23002055,2023-04-20 01:36:00,LAGRANGE ST,BOSTON,2116,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,44.0,Medium,Brown,1,"Traffic Stop of VALS (MA/PC-XXX2009 Infinity- in the area of Centerfolds nightclub on Lagrange Street. Officers made contact with operator XXX). XXXhad ABDW to wit firearm on his BOP. Officers observed in plan view a box cutter on the floor of the vehicle within arms reach of the XXXWhen asked if there were any more weapons in the vehicle, XXXhesitated and did not answer. Officers issued an exit order for officer safety. XXXand vehicle were frisked to no avail. Subject was negative for warrants and had an active license. Officers ordered XXXto leave the area. AK01A (Rooney and Entwistle)."
FC23002060,2023-04-20 09:56:00,DENT ST,WEST ROXBURY,2132,Stopped,Encounter, Body Worn Camera,,Male,White,,20.0,,,1,See I#232030504(INVEST PERSON)-Male party pacing street and looking into car windows. ET55D (Callahan) observed male party (XXX fitting description standing at bus stop at Centre Street and Lagrange Street. FIOd and released. E202D (Politsopoulos/McPherson)
FC23002059,2023-04-20 11:00:00,COLUMBUS AVE,ROXBURY,2119,Stopped,Probable Cause, Body Worn Camera,,Male,White,Not of Hispanic Origin,49.0,,,0,"Observed XXXdrinking in the park next to the library at XXXColumbus Ave. XXXas advised not to drink in public and to dump out his alcohol. XXXwas warned and moved along. He has a minor BOP in MA, WA, MT. Abrahamson"
FC23002064,2023-04-20 12:55:00,ZEIGLER ST,BOSTON,2119,Observed,Encounter,,,Male,Black,Not of Hispanic Origin,59.0,Unknown,,0,"Observed XXXnext to a makeshift homeless shelter with his personal property scattered, drug paraphernalia around and observed him numerous times in the past conducting in illegal drug activity while in random hallways or basements."
FC23002062,2023-04-20 13:25:00,BLUE HILL AVE,DORCHESTER,2124,Stopped,Encounter, Body Worn Camera,,Male,Black,Not of Hispanic Origin,29.0,Medium,,1,"Officers responded to a radio call for shots fired at XXXJohnston Road Dorchester, MA (ref: I#232030543). Witnesses on scene provided the following description of a party observed fleeing the scene: black male wearing hunter green sweatpants and a black hoody. Officers observed and stopped XXX (DOB: XX/XX/XXXXat the intersection of Blue Hill Ave and Floyd Street. Mr. XXXwas wearing hunter green sweatpants, black t-shirt, black backpack and a black face covering. Frisk revealed a black sweatshirt in Mr. XXXbackpack. Mr. XXXwas in possession of a knife. No other weapons were found on his person. Mr. XXXwas FIOE'd and released."
FC23002070,2023-04-20 19:53:00,CHESTNUT HILL AVE,BRIGHTON,2135,Stopped,Reasonable Suspicion , Body Worn Camera,,Male,White,Not of Hispanic Origin,29.0,,,0,"K106D (Gilligan/Bernazzani) responded to XXXChestnut Hill Ave, Brighton at 7:53PM for the second time for security calling for a white male/20s/green shirt/blue jeans/black hat inside the construction site taking pipes. Officers located XXX (DOB XX/XX/XXXXmatching the description at XXXChestnut Hill Ave. XXXstated he worked for United HVAC at the construction site during the day and was now working at XXXChestnut Hill Ave, (In House Cafe). He stated he entered the site 2 times to retrieve his tools through the rear of the site. Officers advised XXXto not enter site after hours."
FC23002071,2023-04-20 21:36:00,AMERICAN LEGION HWY,ROSLINDALE,2131,Observed,Intel, Gang,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,31.0,Medium,,0,"Officers observed XXX (Wood Ave Associate) enter MA REG: XXX(2010 GRY ACURA TSX) in the area of XXXAmerican Legion Hwy, Roslindale. FIOE for intel to associate person with motor vehicle. LK01F(Politsopoulos/McNulty)"
FC23002082,2023-04-21 00:00:00,,ROXBURY,2119,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,Male,,Not of Hispanic Origin,43.0,Thin,Medium Brown,0,"T stop for vals (tints/no inspection sticker) at Warren and Winthrop streets of MA REG XXX. Vehicle matched the description of a vehicle from an ID wanted bulletin fleeing from a shots fired incident at XXXCircuit street on 04/15/2023 (I232029144). Vehicle was observed having a dark strip of tint as well as a moonroof. Operator identified as Mr. XXX. Officers noticed damage to the drivers side of the vehicle, Mr, XXXstated he had been struck by a Fed Ex truck recently which caused the damage. Extremely compliant throughout the stop. B2 Detectives notified. BK01F (OBRIEN/KERIN/MCQUAID)"
FC23002075,2023-04-21 02:40:00,MASSACHUSETTS AVE,BOSTON,2118,Stopped,Probable Cause, Body Worn Camera,,Male,Black,Not of Hispanic Origin,34.0,Thin,,1,"Officers observed and stoppedXXX XX/XX/XXXXwearing a ski mask, riding a moped down a public sidewalk (90/1E) after exchanging conversation with a group of individuals at XXXAlbany street and yelling ""Ill be right back"" as he drove up the sidewalk. This area is plagued with constant drug abuse and other illegal activities. During the stop, officers observed a prescription bottle of a gabapentin XXXbelonging to a XXXin the front compartment. Gabapentin is known to enhance the use of opioid drugs. XXXstated he was taking them for his ""toothache"". Upon questioning XXXgave consent to search his person and his moped. Officers observed a large pouch filled with a substantial amount of single dollar bills under the seat of the moped. XXXadmitted that he travels to Providence, RI to buy cigarettes and goes to the aforementioned address to sell them, which was his explanation for the cash. XXXhas an extensive criminal history of possession and distribution class B. XXXwas cordial during stop. FIO'd and released. D103A Sandoval/Foley"
FC23002077,2023-04-21 09:19:00,COLUMBUS AVE,ROXBURY,2119,Stopped,Probable Cause, Body Worn Camera,,Male,Black,Not of Hispanic Origin,51.0,,,0,"Stopped XXX in the area of Marcella St for shoplifting from XXXColumbus Ave on 4/21/2023. XXXadmitted he shoplifted from Walgreens but had since sold the items for crack cocaine. XXXwas summonsed to Roxbury Ct and trespassed from Walgreens. XXXhas 102 BOP entries including Assault to kill, armed robbery, ABPO, F/A, distribution, ABDW, larceny. Abrahamson"
FC23002078,2023-04-21 10:53:00,MONSIGNOR ALBERT A. JACOBBE RD,EAST BOSTON,2128,Observed,Encounter,,Pickup Truck,Male,White,Not of Hispanic Origin,39.0,Heavy,,0,"While on routine patrol of the Maverick Square area Officer Petruzziello observed a XXX004 Dodge Ram (MA Reg: XXXparked illegally in the roundabout behind XXX XXX. The vehicle is registered to XXX DOB: XX/XX/XXXXout of Malden, MA. XXXhas 58 arraignments on his BOP including multiple charges of Armed Robbery, Firearm Possession, and Possession of Class B & D. The Officer observed and made eye contact with XXXin the driver's seat. As the Officer was turning their vehicle around in the Lewis Mall they observed XXXon his phone, and then observed an unknown white male exit the apartments at XXX XXX and get into XXXvehicle. Upon the male entering XXXvehicle they took off quickly, and the Officer lost sight of the vehicle in the Maverick Square area. FIOE for intel and to associate XXXwith the vehicle. G4XXX5D (Petruzziello)"
