fc_num,contact_date,street,city,zip,circumstance,basis,key_situations,vehicle_type,n_people,n_black,n_white,n_other,n_frisked,narrative,was_frisked
FC21003650,2021-09-16 13:06:00,,BOSTON,2125,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,1,1,0,0,0,"YVSF Intel - VK23

Traffic Stop of MA reg: XXXfor illegal tint

Operator was found to beXXX. XXXreported he had an LTC and had ""thrown his gun on the floor"" as the officers were pulling him over. XXXwas removed from the vehicle, and the firearm on the floor of the vehicle was secured. His LTC (class A, no restrictions) was confirmed, and the firearm was confirmed to be his registered 9 mm Glock. XXXwas advised not to put his gun between his legs upon being pulled over, and the firearm was returned to him.",0
FC22002724,2022-06-27 00:00:00,,BOSTON,2118,Stopped,Probable Cause,,Passenger Car/ Automobile,1,0,0,1,1,"TS MA reg XXXCH90 S7A at Massachusetts Ave and Columbus Ave. 

Operator XXX arrested on a straight warrant out of Chelsea District Court XXX.

Front seat passenger identified asXXXproduced a valid DL and took possession of the vehicleXXX stated she was the victim of the incident in which the warrant was sought for. a=A CJIS inquiry revealed no active restraining orders. 

XXXhas been FIOed and associated with H-Block associates in the past. 

FIOE for intel. 

D441A/Murray",1
FC20005796,2020-11-29 03:17:00,,DORCHESTER,2121,Stopped,Probable Cause, Gun,Passenger Car/ Automobile,1,1,0,0,1,"About 3:17am on Sunday 11/29/20, Officer Capriles in the B660A did make an onsite firearm arrest of XXX in the area of Blue Hill Avenue and Devon Street, Dorchester.

Motor vehicle stop for traveling at a speed greater than reasonable and proper, further investigation revealed that the operator XXX (DOB: XX/XX/XXXXwas operating a motor vehicle with a suspended license. A firearm was recovered from XXXperson.

Assisting units Officers Starkey and Stallings in the BK02A, and Officers Bent and McCabe in the B105A.",1
FC25004695,2025-08-30 02:37:00,NORFOLK ST,DORCHESTER,2124,Stopped,Probable Cause, Body Worn Camera,Suv (sport Utility Vehicle),1,1,0,0,1,"About 2:37 AM on Saturday, 08/30/2025, Officers assigned to District B-3 conducted a traffic stop on a blue colored 2009 Nissan Pathfinder bearing MA Reg. XXXfor marked lanes violation (MGL 89/4A) in the area of XXXNorfolk Street, Dorchester.  Operator identified as XXX(DOB XX/XX/XXXXprior F/A) who immediately informed Officers that he did not have a valid MA driver's license. XXXstated ""I already know you're going to have me get out,"" and when asked why, XXXstated that he had recent prior firearm violations. Exit order issued due to XXXnot having a valid license. A frisk of his person and vehicle for weapons and/or contraband yielded negative results. Officers advised XXXto have a licensed driver take control of the vehicle which XXXdid.  XXXwas forthright and very cordial with Officers. Verbal warning issued for the traffic offense.  FIOE to associate with vehicle.  C112A (Ashe/Parlon)",1
FC25006533,2025-12-17 22:30:00,RUGGLES ST,BOSTON,2120,Stopped,Reasonable Suspicion , Body Worn Camera,Suv (sport Utility Vehicle),1,1,0,0,1,"TS for MA-REGXXXor tints and no inspection sticker following a r/c for a person shot (252106360), officers identified the operator as XXX XX/XX/XXXXmultiple firearms on his bop. XXXwas observed by officers to be wearing, grey jeans, black bubble jacket with a small white triangle on the breast of the jacket and black and white basketball sneakers. Detective Toomey emailed officers a still photo of the suspect fleeing the scene, the suspect can be seen wearing light colored jeans, black bubble jacket and black and white basketball sneakers. Due to the fact the suspect matched the description of the suspect emailed to officers, and the fact the suspect vehicle was observed circling the area where the victim was located, officers issued the driver an exit order and pat frisked his person as well as the front seat of his vehicle to no avail.  BK02F Gannon, Gelinas and Bertocchi.",1
FC20000540,2020-01-22 17:54:00,TOWNSEND ST,ROXBURY,2121,Stopped,Probable Cause, Gang,Passenger Car/ Automobile,1,1,0,0,1,"Officers stopped Ma Reg XXXfor Val's at 200 Townsend St. Operator was identified as Ruggles St AssociateXXX. XXXwas advised his insurance was revoked and to park the vehicle. Verbal Warning Issued.

BK03F (O'Loughlin/Holmes)",1
FC25001051,2025-03-13 22:52:00,,BOSTON,2110,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,3,0,1,2,0,"About 10:52 pm on Friday 03/13/25 officers observed a white Subaru Impreza ma/reg XXXin the area of Summer and Arch Street, downtown. Officers Stopped the operator at the intersection of Arch and Milk Street. The entire rear windshield was smashed in and taped with clear plastic tape. Operator identified as XXX who has prior firearm charges and ABDW charges.  Passengers were XXX and female who provided name of (XXX. All parties stated they were friends.   XXXstated that he filed a report with Chelsea Police for the rear windshield. He stated he was the victim of a vandalism. XXXconfirmed he routinely operated the vehicle however its his father's car.   Officers FIO'd to add occupants as associates. Officers ordered XXXto fix the rear windshield ASAP.   AK01f (Rooney & Entwistle)",0
FC21001177,2021-03-28 21:30:00,WARREN ST,ROXBURY,2119,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,2,0,2,0,2,"Officers observed a black Honda Civic bearing MA REG: XXXOperator identified as XXXand passenger identified as XXX. XXXwas removed from the MV. During frisk he attempted to discard a crack pipe and Officers located a knife on his person. As Officers were removing XXXhe put the vehicle in drive and fled the stop and nearly struck a Transit PD Officer who was performing a paid detail. Multiple district 2 units canvassed the area but the vehicle could not be located. XXXdoes have active warrants at the time of this FIO. XXXto be summonsed.

-BK02F (Cubarney/M. O'Loughlin)

-BK03F (Ryan/McGuire)

-BT55F (Foley)",1
FC23005527,2023-11-22 02:30:00.0000000,WARREN ST,BOSTON,2119,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,0,"About 2:30am on Wednesday 11/22/23 Officers conducted a traffic stop for VALs (tint/plate light) of MA REG XXXa red 2017 Honda Accord, in the area of XXXWarren St.

Officers had conducted a CJIS query of the MA REG which showed a remark by Wellesley PD, that the vehicle was possibly involved in a postal theft at Babson College. Officers were able to conduct a traffic stop of the for vals and make contact with the operator. The operator was identified as XXX, (open F/A and 94c), who stated that he was borrowing the vehicle from the registered owner to move belongings from his exes house. The owner of the vehicle,XXXn (94c), was contacted by XXXand advised him of the stop.

Officers issued XXXa Verbal Warning for the infractions. FIOed to associate XXXwith the vehicle .",0
FC23004500,2023-09-20 02:03:00.0000000,,DORCHESTER,2122,Stopped,Probable Cause, Body Worn Camera,Pickup Truck,1,1,0,0,0,"While on a Code 19 in the area of XXXCentre Street, Officer Shimchak observed a Gray Ford F-150 (MA XXXleaving the rear of XXXCentre Street. This area is known to officers as there was a call for person shot back on 06/14/23 as well as numerous Verbal disputes. The operator was observed in the rear lot between XXXand XXXCentre St. 

During the T-Stop for Failing to use turn signal at the corner of Adams St and Parkman St. The Operator later Identified as XXX (Prior F/A) was uncooperative and being argumentative with officers stating, “it’s doesn’t matter where I’m coming from bro, why you pulling me over for!!” Subject mentioned that he was not at XXXCentre St but was at XXXCentre visiting his brother. 

H498A(Shimchak) &H435A(Beshay)",0
FC23003213,2023-06-26 17:30:00.0000000,,BOSTON,2121,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,1,0,1,0,1,"Officers stopped MA REG XXXin the area of Quincy St and Blue Hill Ave. This vehicle was in a BRIC BOLO in connection to a person shot I232048084.

Officers encountered the registered owner XXX. Officers did frisk the vehicle along with the registered owner to negative results. XXXstated that he has not been operating the vehicle but did provide who has been using it. The owner stated it has been parked in Dorchester for approximately two weeks.

BK01F/BK03F McQuaid/Ryan/O'Brien/McGuire",1
FC20000652,2020-01-27 21:14:00,WARREN ST,ROXBURY,2119,Stopped,Probable Cause," Body Worn Camera, Gang",Passenger Car/ Automobile,1,1,0,0,1,"Officers stopped MA REG: XXXfor VALS. Operator was XXX(Active Creston)XXXhas a prior firearm charge.  XXXwas frisked and found to be in possession of marijuana. The vehicle was frisked which yielded negative results for weapons. XXXwas given a verbal warning and instructed to park the vehicle. 

-B104F (Cubarney/Hegerich)",1
FC21002553,2021-07-08 10:30:00,HARRISON AVE,ROXBURY,2118,Stopped,Probable Cause,,Passenger Car/ Automobile,1,1,0,0,0,"Traffic stop for val's at 860 Harrison Ave, MA XXXa red 2012 Hyundai Elantra. Multiple recent inquiries. CJIS query returned a rental vehicle with aftermarket tint (5% measured). Operator identified as XXX XX/XX/XXXXXXX is the mother of XXX (Orchard Park) child. Verbal warning issued for the tints.

FIO for intel.

Doolan (D435D)",0
FC25002296,2025-05-13 11:36:00,CHAUNCY ST,BOSTON,2111,Stopped,Probable Cause," Body Worn Camera, Gang",Passenger Car/ Automobile,1,0,1,0,1,Traffic Stop for VALS at XXXChauncy Street in Boston.   Officers spoke with the operator a XXX (activeXXX) and informed him of the reason for the stop. XXXwas cordial with officers. Mr. XXXwas issued a verbal warning.  VK10 (Lekaditis/Lyons/Litterio),1
FC24000454,2024-02-01 02:00:00.0000000,,ROXBURY,2121,Stopped,Reasonable Suspicion ,Body Worn Camera,Suv (sport Utility Vehicle),2,2,0,0,1,"Traffic stop of MA XXX(2013 black Ford Escape) for speed (90:17) at Blue Hill Ave & Quincy St. Vehicle failed to stop of B2 officers the night prior (FC24000427).

Operator identified at the registered owner, XXX and passenger identified as XXX. Both occupants confrontational with officers at the time of the stop and refused to roll down the windows to speak with officers. XXXwas removed from the vehicle after being seen reaching for a small knife at his feet. XXXalso removed from the vehicle and continued to be hostile towards officers. XXXand XXXeventually calmed down and after hearing the reasons for the stop and exit order stated they understood. XXXsaid she had let someone who she refused to identify operate her vehicle the night prior and would no longer allow them to operate it after they crashed it and fled from the police. Frisk of immediate grabbing area of the vehicles yielded negative results. Numerous B2, B3 units responded as well as the T910 (SGT Colby). 

Verbal warning issued.",1
FC23004625,2023-09-28 14:10:00.0000000,THANE ST,DORCHESTER,2124,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,1,1,0,0,1,"Officers conducted a traffic stop for excessive tint (4%) on a black 2018 Audi Q5 bearing MA registration XXXat Thane Street and School St. 

Operator: XXX(Active Glenway Associate prior F/A violations)

Based on information gleaned from an ongoing investigation XXXwas removed and frisked yielding negative results. It should be noted that XXXdid have the glove box locked and the key which is normally inserted in the fob was missing. Officers requested a Boston Police K-9 to respond. 

XXXcalled numerous people to respond to the traffic stop, who arrived and continuously attempted to interfere with Officers while attempting to frisk the vehicle, and while the K-9 was conducting the sweep of the vehicle. 

Officers mailed XXXMA Uniform Citation XXXdue to the crowd forming and harassing Officers. 

O'Connor/O'Toole",1
FC20000968,2020-02-10 17:01:00,STUART ST,BOSTON,2116,Stopped,Reasonable Suspicion , Body Worn Camera,Passenger Car/ Automobile,1,1,0,0,1,"Officers conducted a traffic stop for VALS in the area of 63 Stuart st. Officers encountered XXXwho is an active Bicknell member with prior firearm charges. There was an Texas dealer temporary tags on the motor vehicle bearing XXXwhich through CJIS temporary tag inquiry did not match the vehicle. The VIN revealed prior owner XXX to have multiple trafficking charges and prior firearm charge. XXXstated that XXXis his brother. XXXwas issued citation and officers towed the motor vehicle and will issue a summons.

AK01F D’Addieco/McGahan/Callahan A901 Sgt. Moore",1
FC20000545,2020-01-23 03:51:00,,BOSTON,2120,Stopped,Encounter,,Suv (sport Utility Vehicle),4,4,0,0,3,"Officers observed a BMW in a handicap spot at XXX annunciation and observedXXX XXXand XXX sitting inside of it.  Officers observed the front passenger seat to be empty. As officers spoke with him they observed a male exit XXX Annunciation Rd who was holding his waistband and made it a point to avoid officers, quickly going back inside the building. Officers asked them if they knew him to which they stated they did not. Officers gave a warning and left the area.

Officers were contacted 45 Minutes later by Weston PD who were inquiring about the vehicle and described the front passenger who matched the description of the male who exited XXX annunciation around an ATM in their town.

 

Officers again observed the vehicle in brigham circle and observed it to be straddling and fail to stop for a red light. Officers conducted a traffic stop and observed the male from XXX annunciation rd from the previous stop. Officers removed the passengers and conducted a pat frisk of them and the vehicle. Officers observed multiple debit cards that had names that did not belong to the four of them. 

 

FIOD and released.

BK01A Stallings/Starkey/Smerz",1
FC23000681,2023-02-05 00:00:00.0000000,WASHINGTON ST,DORCHESTER,2124,Stopped,Probable Cause, Body Worn Camera,Suv (sport Utility Vehicle),2,2,0,0,0,"Traffic Stop for VALS (90:9d, Excessive Window Tint, 22%) on a black GMC Terrain (Ma Reg# XXXOperator identified as XXX(Active Bicknell Associate, Prior F/A, 94c) and passenger identified as XXXsignificant other XXX. XXXwas immediately extremely aggressive and argumentative towards officers. XXXinitially refused to roll his window down, then began peeling off the front window tints. XXXrepeatedly stated to officers ""I know how to beat your cases"". 

It should be noted officers were unable to measure the front window tints due to XXXpeeling off the tint. Officers measured the rear passenger windows at 22%.

FIO for intel purposes and to associate XXXandXXX relationship.

Written Citation XXXfor VALS handed to XXX
C113F (Fantaroni/Araujo)",0
FC20002737,2020-05-21 02:23:00,MASSACHUSETTS AVE,BOSTON,2125,Stopped,Reasonable Suspicion ," Gang, Body Worn Camera",Passenger Car/ Automobile,2,1,1,0,0,"Officers initiated a M/V stop (MA REG XXXfor VAL's. Driver wasXXX(DOBXX/XX/XXXX) Passenger was XXX(DOB XX/XX/XXXX). Officers observed approximately 4-5 Chicago Bulls hats being displayed in the back window. Officers have interacted with XXXmultiple times in the area of 1200 Mass Ave. 

FIO'D and released. 

XXXis an active 1850 Wash member with prior F/A charges. 

F102A Keddy/O'Leary",0
FC24002699,2024-06-29 18:30:00.0000000,,DORCHESTER,2125,Stopped,Reasonable Suspicion ,Gang,Passenger Car/ Automobile,1,1,0,0,0,"About 6:30 on Saturday, 06/29/2024, T/s at the intersection of Humphreys Pl & Humphreys St of MA REG XXXfor failed inspection (90/7N)

Operator identified as XXX - Active XXX(Open 94C, Prior Murder, Multiple Prior F/a). 

XXXstated he was just going to his house located on Humphreys Pl then going back to his girlfriend's house on Blue Hill Ave. XXXacknowledged that his cousin (Registered Owner - XXX) got arrested a few weeks earlier for illegal possession of a firearm. XXXwas cordial through the interaction and stated he would fix the inspection at his earliest convenience.

FIOE to assoc with M/V 

Kovaleski / Kadey",0
FC20001749,2020-03-10 02:30:00,,BOSTON,2119,Stopped,Probable Cause," Body Worn Camera, Gang",Passenger Car/ Automobile,1,1,0,0,0,"T-stop for Vals- MA Reg: XXX(Blocking Crosswalk, No Seatbelt)

Operator-XXX XX/XX/XXXX(Heath St)

During encounter XXXdid self-admit is association with Heath Street.

Warning Issued, FIO'd & Released.

D103A (Bertocchi/Butcher)",0
FC23002269,2023-05-03 02:00:00.0000000,MORTON ST,MATTAPAN,2126,Stopped,Reasonable Suspicion ," Body Worn Camera, Gang",Suv (sport Utility Vehicle),3,3,0,0,3,"Officer stopped (MA Reg: XXX) at XXX Morton Street. Vehicle was disseminated in BRIC bulletin as a possible suspect vehicle in Aggravated Assault at XXX Devon Street.

Vehicle operated by XXX 

Rear passengers XXXH-Block assoc/Open F/A) and XXX 

Occupants and vehicle frisked and B-2 Detectives notified. 

XXX was issued a warning for VALs.",1
FC25000724,2025-02-21 18:15:00,,ROXBURY,2119,Stopped,Reasonable Suspicion ," Body Worn Camera, Gang",Passenger Car/ Automobile,2,2,0,0,2,"T Stop for vals (illegal u-turn) at Dudley and Hampden streets.  Operator -XXX (Active Columbia Point, prior F/A- active around F/A)  Passenger XXX (Open F/A, suspected Columbia Point)  Due to numerous observations and the longstanding fued between Columbia Point and Orchard Park/Mt Pleasant associates, Both occupants were removed from the vehicle and frisked with negative results.  Verbal warning issued  Fio'd and released.  BK01F   OBRIEN/RYAN/MCQUAID",1
FC24001927,2024-05-05 19:51:00.0000000,,BOSTON,2108,Stopped,Probable Cause,Body Worn Camera,Passenger Car/ Automobile,2,2,0,0,0,"Officers conducted a Traffic Stop for VALS (Cancelled Registration) on a Grey Nissan Maxima (Mass Reg. XXXat Beacon Street and Bowdoin Street. 

The DriverXXX had an expired Driver's license. The Passenger (XXX also did not have a valid license. XXXstated he had just given XXX$100 dollars to retrieve his car from a tow lot. CJIS inquiry revealed XXXBOP for A&B 209A and Possession with Intent Class B and D. 

CJIS Inquiry on XXXrevealed open cases for ABDW, AB Elderly, and Carrying a Dangerous Weapon.

FIOE to associate parties and vehicle.",0
FC21004821,2021-12-24 02:15:00,,BOSTON,2125,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,2,2,0,0,2,"OFFICERS CONDUCTED A T/S ON MA REG XXXAT HOWARD/WAYLAND TO FURTHER INVESTIGATE AN INCIDENT THAT HAPPENED EARLIER IN THE DAY INVOLVING A FIREARM ON MASS AVE( I#212093861).

OPERATOR-XXX (ACTIVE WENDOVER)

PASSENGER-XXX (ACTIVE WOODWARD)

VEHICLE AND PERSONS WERE PAT FRISKED TO NO AVAIL.",1
FC23000233,2023-01-11 02:47:00.0000000,,BOSTON,2116,Stopped,Probable Cause, Body Worn Camera,Passenger Car/ Automobile,2,1,0,1,2,"TS VALS Charles Street & Boylston MA REG: XXX
Officer traveling North on up a one way on Charles Street observed the above vehicle turn right onto Charles going the wrong way.

Operator XXX DOB: XX/XX/XXXXwas extremely uncooperative with officers. XXXbegan filming officers and interrupted officers during the stop. 

Front Passenger XXX DOB: XX/XX/XXXX(Active XXX) was also uncooperative during the stop and failed to identify himself.

Both subjects were removed from the vehicle and a pat frisk of the interior was conducted to no avail.

Massachusetts uniform citation issued.

AK01A (Entwistle/Rooney)",1
FC23005256,2023-11-07 00:00:00.0000000,,ROXBURY,2119,Stopped,Reasonable Suspicion , Body Worn Camera,Suv (sport Utility Vehicle),1,1,0,0,1,"About 02:40am Tuesday 11/07/2023, Officer Allen and Officer Reynolds in the B433A observed MA reg XXXa black BMW rental suv driving at a high rate of speed in the area of grove hall. 

Officers notified operations that the vehicle was traveling at a high rate of speed during this time officers in the area of Roxbury Street and Elmwood were able to conduct a traffic stop on the vehicle.

The driver was identified as (XXX (Multiple FIREARM arrest on BOP). Due to XXXMannerism on scene combined with his reckless operation of the vehicle an exit order was given. 

Officers conducted a Pat frisk of the vehicle as well as XXXperson which yielded no results of a weapon. The driver XXXwas uncooperative during the stop.

Citation issued for violations. 

FIOE conducted to associate XXXwith the vehicle.",1
FC21003055,2021-08-04 19:33:00,COLUMBUS AVE,ROXBURY,2119,Stopped,Encounter,,Passenger Car/ Automobile,1,1,0,0,0,"About 7:33 pm, on 08/04/21 Officers stopped MA Reg XXX(rental vehicle) for vals in front of 2030 Columbus Ave, Roxbury. 

Operating the motor vehicle was a XXX (DOB XX/XX/XXXXwho is an active Orchard Park member with multiple 94c violations on the BOP. 

XXXwas given a verbal warning, FIOED, and released to associate him with the vehicle. 

VK22",0
FC20006105,2020-12-24 17:21:00,OLNEY ST,BOSTON,2121,Stopped,Encounter, Body Worn Camera,Passenger Car/ Automobile,2,2,0,0,0,"About 5:10 PM on Thursday, 12/24/2020 while on random patrol the H104F observed MA REG XXXtraveling at a high rate of speed traveling down Onley St towards Geneva Ave. Officers conducted a traffic stop. The driver, (XXXhad an active license and registration. The front passenger (XXX, XXX) was not wearing seat a seatbelt and officers asked for identification. XXXhas four open cases out of Dorchester District Court for: Possession of a firearm, assault with a dangerous weapon, possession of ammunition, and discharging firearm.",0
FC25000749,2025-02-22 21:40:00,,BOSTON,2128,Stopped,Reasonable Suspicion ," Auto Investigator, Body Worn Camera",Other,1,0,1,0,0,"While on routine patrol of the Jeffries Point area, officers observed MA XXXparked near the intersection of Marginal Street and Jeffries Street. Officers observed a male party to be seated in the front driver's seat. A Mark 43 inquiry showed that the vehicle was involved in a hit and run accident involving a Boston EMS ambulance, during which a male operator fled the scene after informing the EMS crew that he had a suspended driver's license and an unregistered vehicle.  Officers approached the male in the front driver's seat, who was later identified via MA ID as XXX(DOB XX/XX/XXXXXXX spoke with officers and admitted that he was operating the vehicle, which is registered to his girlfriend, during the accident. XXX was extremely upset and apologetic. XXX stated that his license was surrendered due to having epilepsy. XXX stated that he informed the EMS crew of his home address when the accident occurred. Officers collected XXX's information and released him from the scene.   Auto Investigator notified.   -G101F (Byrnes, P./Hanton)",0
FC21002408,2021-06-29 00:00:00,,BOSTON,2118,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,2,2,0,0,2,Members of the Youth Violence Strike Force made an firearm arrest ofXXX following a traffic stop in the area of Washington St and E. Brookline St. XXXand passenger XXXare known St. Joe's gang members with multiple prior firearm charges as well as drug charges on the BOP. Firearm was recovered in the vehicle near the gear shifter.,1
FC25005503,2025-10-11 22:30:00,RIVER ST,HYDE PARK,2126,Stopped,Probable Cause, Gang,Passenger Car/ Automobile,1,0,0,1,1,"About 10:30pm on 10/11/25, Officer Wirkkala (Z437) and Ellsworth (Z430) of the Boston Housing Police investigated an illegally parked vehicle at XXXRiver St, Hyde Park.  Officers observed an EAN holdings black Hyundai Sonata (MA reg: XXX) double parked behind two cars, turned on and idling, in the Hassan Development parking lot. Officers made contact with the driver, identified asXXXDOB: XX/XX/XXXXA CJIS inquiry confirmedXXX drivers license status was suspended. While speaking with XXXhe self admitted to officers he XXX XXXhas 47 on the adult BOP including, Armed Assault to Murder (2016), numerous Firearm charges as well as guilty convictions (2009, 2015), numerous Poss W/ Intent to distribute Classes A, B, & D with a guilty conviction on a Distribute/Dispense Class B (2017), Kidnapping, Guilty conviction on A&B DW, Suffocation /Strangulation, A&B FAM/HSE MEM (2021), among others.   XXXgave officers permission to frisk him as well as search the motor vehicle, which yielded negative results.   FIO to associate XXXwith the motor vehicle.   Wirkkala (Z437) Ellsworth (Z430)",1
FC23004028,2023-08-18 14:50:00.0000000,MASSACHUSETTS AVE,ROXBURY,2119,Stopped,Probable Cause," Body Worn Camera, Gang",Passenger Car/ Automobile,2,2,0,0,0,"Officers conducted a traffic stop on MA reg XXXfor fail to stop for red light (ch89 s9) at the intersection of Mass Ave and Melnea Cass Blvd.

Operator was identified as the owner XXX (Active Heath). It does not appear Mr. XXXhas a BOP but has been present at the recovery of illegal firearms. Mr. XXXwas very cordial and talkative which is different from Officers prior interactions.

Front seat passenger identified as XXX Officers know Mr. XXXto associate with Heath Street associates and frequent the Heath Street Development. Mr. XXXwas quiet and wouldn't look up from his phone for the majority of the stop.

Verbal warning issued for VAL's

DK01D (Murphy/Lonergan)",0
FC20004655,2020-09-15 19:00:00,,BOSTON,2124,Stopped,Reasonable Suspicion , Gang,Suv (sport Utility Vehicle),2,2,0,0,2,"THE C907 ON-SITED SHOTS FIRED AT ROBERTS PLAYGROUND AND OBSERVED A GROUP OF INDIVIDUALS INVOLVED ENTER A GRAY SUV AND FLEE ON DUNBAR STREET. OFFICERS WERE ABLE TO SPOT THE SUV, WHICH TURNED ITS LIGHTS OFF AND FLED DOWN MOODY STREET, BRIEFLY STOPPING ON TORREY STREET, AND SPEED OFF AT A HIGH RATE OF SPEED TOWARDS WENTWORTH STREET. OFFICERS WERE ABLE TO GET THE VEHICLE STOPPED AT NORFOLK AND WENTWORTH WITH THE ASSISTANCE OF OTHER B3 UNITS. 

OPERATOR WASXXX, AND THE REAR SEAT DRIVER SIDE PASSENGER WAS XXXNO ONE IN FRONT SEAT. FRONT PASSENGER WINDOW DOWN, AND AN OPEN BACKPACK IN THE FRONT SEAT. CANVASSED THE AREA FOR ANY OTHER POTENTIAL SUSPECTS IN VEHICLE TO NO AVAIL. 

XXXADMITTED TO OFFICERS THAT HE HAD JUST BEEN SHOT AT. WOULD NOT FURTHER COMMENT. 

ALL PARTIES FIOED AND RELEASED.",1
FC21003190,2021-08-18 22:24:00,HOLLANDER ST,BOSTON,2121,Stopped,Probable Cause,,Suv (sport Utility Vehicle),4,3,1,0,1,"About 10:24PM, on Wednesday, 08/18/2021, Officers Gilmore and Ryan in the B104F conducted a traffic stop at 13 Hollander Street, Roxbury.

Officers observed XXX XX/XX/XXXXoperating a red Honda CR-V (MA REG: XXXOfficers were aware that XXX did not possess a valid driver's license through a previous encounter (I212056135) and confirmed through a CJIS query of which yielded a suspended license.

During the traffic stop Officers were also approached by XXX(Active H-Block),XXX (Active H-Block) andXXX (Active H-Block) and a unidentified female. XXX and the motor vehicle were pat frisked which yielded negative results.

XXX was given a verbal warning and instructed not to drive the motor vehicle.XXX took possession of the motor vehicle who had an active driver's license.

Verbal warning issued, FIOED and released.",1
FC22002456,2022-06-11 11:59:00,GENEVA AVE,DORCHESTER,2122,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,1,1,0,0,1,"Officers approached XXXin the parking lot of XXXGeneva Ave standing outside of his parked MV (MA REG XXXas he was pacing back and forth in the area.

A witness described that XXXhad a large knife on his person and seemed suspicious. Officers seized the knife and was measured to be in excess of 2 1/2 inches, approximately 6 inches.

XXXwas very uncooperative and argumentative during the stop, and stated that he may use the knife for ""fishing.""

For officer safety. Active Bicknell member.

(Taylor / Luu / Ruane / Green / Det Finn).",1
FC20002714,2020-05-20 15:48:00,,BOSTON,2121,Stopped,Probable Cause,,Passenger Car/ Automobile,2,2,0,0,1,Officers stopped the above individuals in above vehicle for VALS...both indiiduals are known H-Block associates and have been around firearm activity in the past....,1
FC22001566,2022-04-20 18:15:00,SEAVER ST,ROXBURY,2121,Stopped,Intel,,Passenger Car/ Automobile,1,1,0,0,0,"Officers conducted a traffic stop of FL Registration XXXa black Jeep Grand Cherokee for speed and improper lane change at Seaver St/Elm Hill Ave. 

Officers initially observed vehicle coming from the area of Mattapan Sq. 

The operator, H-Block associateXXX (DOB XX/XX/XXXX(Prior F/As, robbery). XXXwas also a shooting victim back in 2015. XXXwas driving using portable driving sticks. 

Officers were aware of a recent homicide in E18 where the described suspect vehicle was a black Jeep Grand Cherokee with FL registration. 

Officers engaged XXXin casual conversation and stated he was headed home. 

FIO for Intel purposes",0
FC21001286,2021-04-03 19:19:00,,BOSTON,2118,Stopped,Intel,,Passenger Car/ Automobile,1,1,0,0,1,"Tstop for VALS (red light violation) of MA Reg: XXXat Tremont St & Camden St.

Operator: XXX (DOB: XX/XX/XXXXActive Orchard Park Gang Member.XXX does not possess a valid drivers license, MA ID#: XXX
BOP: open F/A charges, currently on GPS monitoring.

XXXstated he had a knife on his person.XXX and vehicle, frisked to no avail of additional weapons. MV was then legally parked on Tremont St.XXX stated he resides at XXXWorcester St (South End). Warning given. 

D445F (Herbert), D441F (Canty)",1
FC23000181,2023-01-08 22:00:00.0000000,,ROXBURY,2119,Stopped,Reasonable Suspicion , Body Worn Camera,Pickup Truck,2,1,1,0,0,"TS for VALS (Inspection) on MA REG: XXXOperator identified asXXX (Prior 94C) and front seat passenger identified asXXX (Prior F/A and 94C). FIO'd to associate with MV. 

-BK02F (Cubarney/Bertocchi) -BK01F (O'Brien/Kerrigan)",0
FC21003116,2021-08-14 21:17:00,STANTON ST,DORCHESTER,2124,Stopped,Probable Cause,,Passenger Car/ Automobile,3,3,0,0,3,"Officers conducted a M/V stop of MA: XXX(2008 Pontiac G6, black) for multiple VALS (no front plate, excessive tint, owner w/ suspended license) at XXXStanton Street. 

Operator was identified as registered owner, XXX. Front passenger was identified as XXX Backseat passenger identified as XXX. All occupants stated there were no weapons in the vehicle.

A CJIS query confirmed that XXXhad a suspended driver's license as well as an active MA LTC. Officers then questioned XXXabout his LTC and specifically asked if he was carrying a gun inside his fanny pack that was strapped across his chest. XXX acknowledged that he was in possession of his legally owned firearm. When asked why he stated earlier that he did not have any weapons on him, XXX stated he has a previous bad experience with police.

XXX and XXX have no criminal histories and have had minimal contact with BPD. XXXhas been FIO'd with Levant, Morse, and Orchard Park associates in the past.

The vehicle and occupants were frisked for additional weapons to no avail. XXX was given a warning for the VALS and XXX(active license) was allowed to take control of the vehicle.",1
FC22000210,2022-01-19 20:34:00,MONUMENT SQ,CHARLESTOWN,2129,Stopped,Reasonable Suspicion ,,Passenger Car/ Automobile,1,0,0,1,0,RC for a B&E in Progress at above. Caller didn't want to make themselves known to Officers. Above party was at residence to perform property maintenance. Advised to choose a different time of day to conduct said work. Advised party to reach out to landlord so they could inform tenants of work to be performed. Unable to speak with caller after multiple callback requests.,0
