fc_num,contact_date,street,city,zip,circumstance,basis,key_situations,vehicle_type,sex,race,ethnicity,age,build,skin_tone,was_frisked,narrative
FC25001837,2025-04-24 12:32:00,,BOSTON,2111,Encountered,Reasonable Suspicion,Body Worn Camera,,Male,White,Not of Hispanic Origin,41.0,,,0,"At 12:30 PM on 04/24/2025, Officers Lockwood, Knecht and Scheele in the AG01D made a subject stop of XXX at Tremont and Winter Street. Officers were aware from working the night prior of a vandalism report involving a damaged motor vehicle on Bowdoin St (Refer to I#252032011). Officers observed a picture of the individual captured by one of the witnesses. Officers observed XXXstanding in the middle of Tremont Street disrupting traffic, matching the description of the male from the vandalism report. XXXwas observed wearing a dark colored baseball hat, black long sleeve shirt with a white American flag on one arm and a white emblem on the other, dark grey pants, and a tan backpack. XXXstated he was in and around Court Street last night and ended up on multiple different streets where he didn’t know where he was. XXXdid not state anything about a vandalism or being near Bowdoin Street. XXXwas observed to be making statements that did not make sense, mentioning things such as cyclops chasing him."
FC25001863,2025-04-24 13:00:00,TREMONT ST,BOSTON,2111,Observed,Intel,Body Worn Camera,,Male,Asian,Not of Hispanic Origin,22.0,Thin,Light Brown,0,"On 04/24/2025, Officers observed the following subject in the area of XXXTremont Street, Downtown Boston. XXXDOB XX/XX/XXXX- Open Possess to Distribute Class A case out of Boston District Court. XXXwas arrested in South Portland Maine on 02/08/2025 for Drug Trafficking. XXXwas then arraigned for this case on 03/05/2025. Officers observed XXXwalking down Tremont Street and eventually stopped around the St Paul's Church to conversate with two unknown individuals. Officers are familiar with XXXfrom multiple encounters and stops throughout the last several years. XXXhas been known to hang around several different locations such as XXXNew Chardon Street (behind the court house) XXX Tremont Street,XXXBoylston Street, and Summer at Arch Street. These locations have been known to attract drug users and drug dealers. FIOE'd for intel. McCullough/Ostholthoff (AK01D)"
FC25001838,2025-04-24 13:29:00,OLD COLONY,SOUTH BOSTON,2127,Encountered,Intel,,,Male,Black,Not of Hispanic Origin,63.0,Medium,,0,At around 1300 hours on 4/24/25 Det. Brendan Walsh observed XXXexiting and entering XXXOld Colony Ave (BHA property) working on various scooters and bikes. Det. Walsh then spoke with XXXXXXstated he lived in apt XXXat XXXOld Colony ave.
FC25001836,2025-04-24 13:45:00,ALBANY ST,BOSTON,2118,Observed,Reasonable Suspicion,"Body Worn Camera, Other Agency/Unit Notified, Warrant Arrest",,Male,Black,,37.0,Medium,Light,1,"(Suspect); XXX XX/XX/XXXXwas placed under arrest at XXXAlbany St, Boston for an active straight felony warrant and transported to the Suffolk County Jail for booking. Reference: I#232086521"
FC25001834,2025-04-24 14:37:00,BLUE HILL AVE,DORCHESTER,2121,Encountered,Intel,Body Worn Camera,,Female,Black,Hispanic Origin,26.0,Thin,Light,0,"About 2:30pm, on Thursday, 04/24/25 Officer Whalen and Piva in the B101D at the request of B2 Detectives responded to the area of the Grove Hall in reference to incident #252030412. Also responding was Detail Officer Pereyra. Detectives informed officers security notified them that the female in relation to the incident had just fled the store. Officers encountered the female at XXXBlue Hill Avenue who was identified as Ms. XXX XX/XX/XXXX"
FC25001872,2025-04-24 15:30:00,,MATTAPAN,2126,Stopped,Reasonable Suspicion,Drugs,,Male,White,Hispanic Origin,64.0,Medium,,1,"As part of an ongoing investigation, members of the B3 and E18 drug control units conducted a subject stop of XXXafter observing him enter and exit a location omitted due to ongoing investigation which is subject of drug activity. XXXwas pat frisked and no items of evidentiary value recovered. XXXwas released without incident and investigation ongoing."
FC25001849,2025-04-24 16:20:00,WASHINGTON ST,JAMAICA PLAIN,2130,Observed,Intel,Gang,,Male,Black,Not of Hispanic Origin,36.0,Medium,,0,"At about 4:25pm on April 24,2025 Officers Dyer and Thomas in the JK01F observed activeXXX (Prior Firearm Charges on BOP) DOB XX/XX/XXXXgetting into MAREG: XXXa Black Jeep Grand Cherokee at XXXWashington Street Jamaica Plain. Intel to associate XXXwith vehicle JK01F (Dyer/Thomas)"
FC25001871,2025-04-24 16:33:00,MORTON ST & RHOADES ST,BOSTON,2124,Stopped,Reasonable Suspicion,,,Male,Black,Not of Hispanic Origin,63.0,Heavy,Medium Brown,1,"Under the direction of S/D. Champagnie, members of the Drug COntrol Unit detailed to District B3, were conducting a drug investigation in the area of Baird St and Morton St, Mattapan, MA. On Thursday April 24, 2025, at about about 04:33 PM, Officers did stop one, XXX(DOB XX/XX/XXXXafter observing him enter and quickly exit XXXBaird St. As the Officers approached XXXin the area of Morton St and Rhodes, Officers observed XXXquickly placing an unknown item in his mouth and appeared to swallow it. A pat frisk of XXXperson for any weapons or drugs, resulted in negative results. XXXdid inform the Officers he did swallow drugs. XXXwas FIO'ed and released."
FC25001839,2025-04-24 17:44:00,,BOSTON,2118,Encountered,Probable Cause,Body Worn Camera,,Male,Black,Hispanic Origin,54.0,Thin,Medium Brown,0,"At about 5:44PM on Thursday, 04/24/25, Officer Johnson responded to a radio call for investigate person for Lewd/Lascivious Behavior at Upton St/ Tremont St Boston. Upon arrival Officer Johnson in the D441F observed a male wearing a gray sweatshirt and blue jeans matching the description of the suspect. The suspect XXXstated that he was not pulling down his pants when asked. The suspect stated he is just enjoying the weather and trying to stay out of trouble. Officer Johnson conducted a Cijis inquiry. Suspect walked away towards a different location."
FC25001852,2025-04-24 20:00:00,RIVER ST,MATTAPAN,2126,Stopped,Reasonable Suspicion,,,Male,Black,Not of Hispanic Origin,24.0,Unknown,,1,"Officers responded to a radio call for an armed robbery in the area of XXXRiver St with the description being a male in a black hoodie wearing a hat with braids. Upon arrival numerous parties took off with one running from the scene, however none of these males fit the description. Officers then observed a male matching the description in the rear seat of a car. Officers began conversing with this male before issuing an exit order. Male refused exit order but was guided from the vehicle. Frisk of person and car was conducted. Male refused to identify, officers were eventually able to identify his as XXX(DOB: XX/XX/XXXXNo victim located, XXXwas released from the scene. Coyne/Turner/McCarty/Layden"
FC25001844,2025-04-24 20:07:00,MASSACHUSETTS AVE,ROXBURY,2118,Stopped,Reasonable Suspicion,Body Worn Camera,,Male,Black,Not of Hispanic Origin,53.0,,,1,"About 8:07 PM on Thursday 04/24/25 Officers conducted a subject stop at XXXMassachusetts Ave (McDonald's). Subject: XXX (DOB: XX/XX/XXXXXXXwas observed berating/harassing customers which caused them to be visibly upset and request police assistance. XXXwas argumentative and agitated when interacting with Officers. XXXcontinuously got in close proximity to Officers, was flailing his arms, and being assaultive. XXXwas placed into handcuffs for officer safety/to enable the investigation to be completed. XXXtrespassed from McDonald's property and released. Healey/Carrafiello (F684F/F685F)"
FC25001848,2025-04-24 20:25:00,SARATOGA ST,EAST BOSTON,2128,Stopped,Probable Cause,Drugs,Passenger Car/ Automobile,Male,White,Not of Hispanic Origin,20.0,,,1,Officers observed an unknown male enter MA REG XXX(silver Mercedes E430) at Maverick Square and the male was let out of the vehicle after a few seconds after a meaningless ride around the block. The unknown male entered Maverick train station and quickly got onto the train. Officers were unable to stop the male. Officers called for a traffic stop of the Mercedes which made its way over to Saratoga Street. A traffic stop was conducted by a marked unit at XXXSaratoga Street. Occupant (XXX) was advised of his rights and was informed of officers' observations. XXXgave several evasive answers before being truthful and stated that he purchased a gram of marijuana for $20 from the male that exited the vehicle. XXXwas given a verbal warning and released from the scene.
FC25001846,2025-04-24 20:30:00,BOYLSTON ST,BOSTON,2199,Stopped,Reasonable Suspicion,"Homeless, Body Worn Camera",,Female,White,Not of Hispanic Origin,41.0,Thin,Medium,0,"About 8:30pm on Thursday, 04/24/25, Officers responded to a radio call for a Larceny in Progress at XXXBoylston St (Lululemon). Individual is known to D4 officers as well as Lululemon employees as a repeat offender, XXX (DOB XX/XX/XXXXOfficers did not recover any stolen merchandise from XXXOfficers have advised XXXnot to return on multiple occasions. CJIS query revealed negative results for warrants. FIO for intel. D101F (Feeney/Sweeney)"
FC25001851,2025-04-24 21:15:00,,HYDE PARK,2136,Stopped,Probable Cause,Body Worn Camera,Passenger Car/ Automobile,Male,Black,Hispanic Origin,20.0,,,0,Traffic Stop Dana Ave & Loring MA REG XXXfor Vals (90:17 & 89:9) Operator XXXDOB XX/XX/XXXX(no BOP) CJIS inquiry revealed 38 recent inquiries. M/V previously wanted by Easton PD in May 2024 but no longer wantedXXXstated that the vehicle belongs to his friend but he uses it. FIOE to associate driver with vehicle L101F (Prendergast/Crespo)
FC25001859,2025-04-25 00:00:00,COLUMBUS AV,ROXBURY,2119,Encountered,Probable Cause,Drugs,,Male,Black,Hispanic Origin,27.0,Medium,Light Brown,1,"J201D (Figueroa/Yameen) encounteredXXX XX/XX/XXXXon different occasions for drug related incidents, refer to (I252032155) and (I252000625). XXX is a known to officers in the Egleston area. Over the past two days, multiple incidents involving Mr. XXXhave drawn attention, primarily due to his behavior, physical condition, and association with locations known for drug use. Officers are petitioning for a section 35 via the Street Outreach Unit."
FC25001866,2025-04-25 00:00:00,ADAMS ST & PARKMAN ST,BOSTON,2122,Encountered,Reasonable Suspicion,"Body Worn Camera, Moped",,Male,White,Hispanic Origin,16.0,Thin,Light,0,"TS (moped failure to stop) Officers observed a light skin male, who they believed to beXXX (94C), operating a blue and black moped erratically in the intersection of Adams St and Parkman St. wearing a black shiesty, black sweatshirt, black pants, and Jordans which were mainly white in color with red and black trim. Officers also observed a secondary unidentified male on the rear of the scooter wearing all black clothing and a black shiesty. Officers attempted to conduct a traffic stop to which the moped then picked up its rate of speed and fled the area via the wrong way on Park St. HK01D (Horan/E. Foley)"
FC25001855,2025-04-25 02:15:00,ADAMS ST,DORCHESTER,2122,Encountered,Reasonable Suspicion,Body Worn Camera,,Male,White,Unknown,34.0,,,1,"Officers Johnson/Lewis assigned to the H202A responded to a radio call for a Breaking & Entering in progress at XXXAdams St. Upon arrival the officers observed the suspect who fit the description from the caller, laying down on top of a fixture close to a second-floor window at the above address. The suspect identified as XXXDOB: XX/XX/XXXX(black hooded sweatshirt, with Los Angeles written across, black sweatpants, black sneakers, carrying a burnt orange backpack and glasses). XXXstated that he just left a friend's house where he had been drinking beers and smoking marijuana. XXXstated he stopped at the above address to take a quick nap. It should be noted that XXXlives at XXXDraper St AptXXX. No weapons, no sign of a break into the residence. Using the Boston Police Mobile Data Terminal (CJIS) the officer determined that XXXdid not have any active Warrants and or Restraining Orders. FIO'd for intel."
FC25001857,2025-04-25 02:31:00,,DORCHESTER,2121,Stopped,Probable Cause,Body Worn Camera,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,36.0,Medium,,1,"About 2:31 AM on 04/25/2025 Officers observed a blue 2021 Nissan Altima MA PAN XXXnot have a front plate displayed (90/6) on Glenway St. Officers conducted CJIS query and learned it had an expired inspection sticker (90/20). Officers initiated the stop in the area of Blue Hill Ave. and Columbia Rd. The operator was identified as XXX (Prior F/A). The operator was sweating the temperature was in the mid 50's with a breeze. When speaking his was cracking and wavering. The operator was also taping on the screen of his phone as if he was completing a task but not open any apps; he was merely tapping on the lock screen. An exit order was issued, pat frisk of his person and vehicle yielded negative results. XXXwas issued a written warning to the above offenses. C112A (Parlon/Williams)"
FC25001861,2025-04-25 10:49:00,W SPRINGFIELD ST,BOSTON,2118,Stopped,Reasonable Suspicion,"Warrant Arrest, Gun, Other Agency/Unit Notified, Body Worn Camera",,Male,White,Hispanic Origin,44.0,,,1,"(Suspect);XXX XX/XX/XXXXwas placed under arrest at XXXW. Springfield St, Boston for an Active Parole Board Warrant and transported to the Suffolk County Jail for booking. Reference: I#252032409"
FC25001860,2025-04-25 10:53:00,WASHINGTON ST,ROXBURY,2119,Stopped,Probable Cause,Body Worn Camera,,Male,Black,Not of Hispanic Origin,66.0,,,0,"Yurkovetsky(J705D), Layden (J714D), and Berg (J715D) while assigned as the District E-13 Community Interaction Team (CIT) under the Direct Supervision of the (J907) Sgt Walker were on a directed patrol in the Egelston Sq. area in response to on-going community complaints for quality-of-life concerns (Public Drinking/Public urination/Drug use and Sales, and Trespassing. Officers observed Mr. XXXloitering in a prominently posted area of the McDonald's drive thru. Officers further observed an open alcoholic beverage container of vodka in close proximity to where the suspect was sitting. Suspect was respectful and was Fio'd and released and was advised to pour of the remaining liquor. Suspect stated that he was homeless and was staying at the XXXSouthampton Street Shelter."
FC25001870,2025-04-25 16:28:00,ATLANTIC AVE,BOSTON,2110,Observed,Probable Cause,,Passenger Car/ Automobile,Male,White,Not of Hispanic Origin,54.0,,,0,"Radio call for investigative MV for illegal park at XXXAtlantic Avenue, North End. 2012 Grey Dodge Avenger (MA REG XXXillegally parked. CJIS query revealed owner to be XXX(DOB XX/XX/XXXX Further CJIS query revealed active straight felony warrant out of Suffolk Superior Court for MGL 265 13A and Unarmed Robbery (Docket # XXXsigned by the Honorable Judge XXX. Warrant states that XXXlives at XXXCommercial Street, which is in the back portion of the building at the aforementioned address. FIO to associate XXXwith the aforementioned addresses and vehicle. Officers unable to contact XXXfor arrest for the active warrants."
FC25001875,2025-04-25 18:22:00,TREMONT ST,BOSTON,2111,Stopped,Probable Cause,Body Worn Camera,,Male,White,Not of Hispanic Origin,27.0,Medium,Medium,1,"Officers stopped XXXinside the Boston Commons for Smoking. XXXwas combative with Officers and refused to identify himself at first but eventually provided Offices with his identity. XXXhas a BOP consist of A&B, ABDW, Armed Robbery and Unarmed Robbery FIO to associate with the area. Kania (A691F) and Travers (A690F)"
FC25001869,2025-04-25 18:30:00,DUNLAP ST,BOSTON,2124,Stopped,Reasonable Suspicion,Body Worn Camera,,Male,Black,Hispanic Origin,40.0,Medium,Medium,1,"S/S of XXX (DOB XX/XX/XXXX// Prior f/a and numerous violent crimes) at XXXDunlap St, Dorchester. While patrolling the area of Washing St, Officers observed XXX to be running down the street wearing a hooded jacket and a blue medical mask. While running, Mr. XXXhad his left arm pinned against his unzipped jacket. Mr. XXXthen looked up observing Officers and slowed his pace. Officers conducted a u-turn and Mr. XXXonce again looked at Officers and immediately crossed the street and took a right down Dunlap St. Officers stopped and talked to Mr. XXXwho appeared wide eyed and speaking in a shaky and nervous manner. Due to these observations, Officers conducted a pat frisk for weapons of Mr. XXXyielding negative results. Mr. XXXwas released and FIOd. C202F (Williams/Mulrean)"
FC25001891,2025-04-25 20:00:00,SOUTHAMPTON ST,SOUTH BOSTON,2127,Stopped,Probable Cause,Body Worn Camera,,Male,White,Unknown,19.0,,,0,XXX stopped for open drug use in the area of XXXSouthampton. XXXwas not found to be in possession of any drugs other than loaded needle. XXXshowed clear signs of addiction and was advised to seek treatment. XXXhas no prior BPD interactions. FIOE to associate with area.
FC25001877,2025-04-25 21:20:00,,BOSTON,2124,Stopped,Reasonable Suspicion,,,Male,Black,Not of Hispanic Origin,18.0,,,1,"Subject stop of XXX XX/XX/XXXXat Roberts Park following a large fight/person with a knife call at Washington St and Ashmont St. While Officers were in the basketball court having a casual conversation with a group of teens following the call for a large fight, they observed dozens of teens enter Roberts Park as the disturbance began to clear out. All persons entering the park showed no sign of concern when they saw the Officers, except for two males: One teenage male wearing a gray hooded sweatshirt with white flowers, black pants, and dark backpack. One teenage male wearing a black hooded sweatshirt, black hat, black pants and white/red sneakers (XXX). The two males saw the Officers, gave a wide-eyed look of shock and immediately turned around and began to walk back to Washington St at a quickened pace. The unidentified male with backpack repeatedly looked back behind them to see if they were followed by Officers. As Officers attempted to stop and pat-frisk XXXfor weapons he immediately ran back towards the park, where he was taken to the ground by Officers. A large hostile crowd of juveniles then began to form around the Officers. XXXdetained in handcuffs and was frisked for weapons, to no avail. He was brought away from the crowd to a marked cruiser, where he refused to identify himself for a period of time. Once he provided his name/DOB to Officers he was CJIS queried for active warrants, yielding negative results. He was then FIO'd and released. The other male wearing a gray hoodie and black backpack fled and was not located. CK01F/CK02F"
FC25001876,2025-04-25 22:45:00,,BOSTON,2121,Stopped,Reasonable Suspicion,Body Worn Camera,,Male,White,Hispanic Origin,53.0,Thin,Medium,0,"R/C for suspicious person at XXXGeneva Ave. Officers observed the following (CAD) notes: Caller states male is checking car doors. Has a suitcase, green and blue jacket. Up Columbia Rd. towards Burger King on foot. Officers stopped an individual matching the aforementioned description at Washington St. and Columbia Rd, identified as XXX Officers observed XXXto be seemingly intoxicated, slurring his words, unsteady on his feet. A CJIS query revealed no active warrants. XXXdenied a transport to his residence of XXXSouthampton St. FIO'd for documentation purposes. Millane/Swain (H104F)"
FC25001880,2025-04-26 00:01:00,,BOSTON,2108,Encountered,Encounter,Body Worn Camera,,Male,White,Not of Hispanic Origin,34.0,,,0,A102A (Li & Lockwood) responded to a radio call for removal at the back entrance of Ruth Chris located at Court Square. Officers observedXXX (DOB: XX/XX/XXXXsleeping on the grate outside the rear entrance of Ruth Chris. Officers advised XXXthat he was trespassing and advised him not to return to the location.
FC25001882,2025-04-26 03:07:00,NASHUA ST,BOSTON,2114,Encountered,Encounter,"Homeless, Body Worn Camera",,Male,White,Not of Hispanic Origin,48.0,Medium,Light,0,"AXXX02A (Li & Lockwood) responded to a radio call for a removal at XXX Nashua Street. Employees reportedXXX (DOB: XX/XX/XXXXhad entered the garage while the door was open. After sweeping the garage, officers observed XXXgoing through the trash outside XXX Nashua. XXXstated he entered the garage because he was being chased and then exited at the first available opportunity."
FC25001883,2025-04-26 08:15:00,WASHINGTON STREET,BOSTON,2118,Encountered,Reasonable Suspicion,Body Worn Camera,,Male,,,,,,0,"R/C for Larceny in Progress at Foodies, XXXWashington St (04/26/25). Foodies employees stated male currently inside the store had been inside on yesterday's date (04/25/25) acting erratically and had stolen from them. Male had not stolen today, but Foodie's wanted him removed from the store and informed he could no longer come back. Male provided the name XXXut did not provide a DOB or SS#. XXX was informed that he was being trespassed from Foodie's and would be subject to arrest should he return. D101D (Lombardi/Liang)"
FC25001884,2025-04-26 10:29:00,COURT ST,BOSTON,2108,Encountered,Intel,"Homeless, Body Worn Camera",,Male,White,Hispanic Origin,59.0,Thin,Medium,0,"About 10:40 AM on Saturday, 04/26/2025 Officer Depina and Lopriore in the A103D responded to a Second Radio Call for Removal at XXXcourt St. New England Shelter for Homeless Veterans. Upon arrival, officers spoke with the shelter staffs who informed the officers that the individual that was seated in front of the building (XXX DOB- XX/XX/XXXXrefused to leave from the premises after being expelled from the shelter a few days prior. The staffs stated that XXXwas yelling at people, entering and leaving from the lobby area. Officers attempted to provide different resources and services to XXXwhich he refused them all. XXXstated that he wants to stay at the shelter while he kept on screaming and refusing to leave from in front of the building. At one point, XXXdecided to leave in his own and went down on Court Sq. towards School St."
FC25001888,2025-04-26 17:10:00,RIVER ST,MATTAPAN,2126,Stopped,Probable Cause,"Body Worn Camera, Other Agency/Unit Notified",Motorcycle,Male,Black,Not of Hispanic Origin,48.0,,,0,"While on scene for a violation of the auto laws at XXXRiver St, Officers encounteredXXXDOB XX/XX/XXXXwho was the owner of an unregistered motorcycle parked on the sidewalk in front of the location. Also on scene were numerous known individuals from multiple interactions at this location. XXXwas ultimately issued Parking Citation XXXXX for the parking violation and allowed to store his motorcycle in the rear of XXXRiver. A CJISWeb Inquiry showed XXXto have a BOP out of the state of Florida which included charges for Cocaine Possession and other Drug related offenses. FIO completed for Intel Purposes C660F (Kennedy)"
FC25001969,2025-04-26 22:00:00,MASSACHUSETTS AVE & MELNEA CASS BLVD,BOSTON,2119,Observed,Intel,,,Male,White,,42.0,,,0,"About 9:00PM, on Saturday 04/26/25 Officer Guzman while conducting a CD19 in the Mass/Cass area observed a blue Ford Fusion (VT Reg #XXX idling in the area. A CJIS inquiry identified the registered owner, as (XXXDOB XX/XX/XXXX BOP revealed a record out of the state of New York & Vermont, which included charges related to cocaine and other drug offenses. It is to be noted that XXXcurrently has an open case (04/15/25) for Possession of a Firearm. FIOE for intel"
FC25001892,2025-04-26 22:56:00,,BOSTON,2122,Stopped,Reasonable Suspicion,Body Worn Camera,,Female,White,Not of Hispanic Origin,27.0,Thin,Light,0,"SS of XXX(D.O.B. XX/XX/XXXXat Adams St and Dorchester Ave (Fields Corner). XXXis the suspect in several package thefts/larcenies throughout Dorchester. Officers stopped XXXbased off of photographs that was disseminated to Officers via email which depicted XXXin similar clothes as she had on tonight stealing packages at XXXDorchester Ave. XXXis a white female, short pink hair, she was wearing a grey and black baseball hat backwards, grey zip hoodie with white lettering on the front, black sweatpants, black socks and white slides. XXXhad a green RYOBI nail gun in her hands when stopped. FIOE for intel purposes. H104F (Swanson/Ruane)"
FC25001898,2025-04-27 11:28:00,SAINT THERESA AVENUE,WEST ROXBURY,2132,Stopped,Probable Cause,Body Worn Camera,Pickup Truck,Male,White,,32.0,,,0,"At about 11:28 am on Sunday, April 27, 2025, Officers conducted a traffic stop of MA Commercial REG XXXfor a marked lanes violation at XXXSaint Theresa Ave, West Roxbury. The vehicle's operator identified himself asXXXand stated he lived at XXXOld Post Road, Sharon. XXXprovided the officer with a picture of New York driver LicenseXXX; a CJIS query confirmed the license as active. The Silverado was registered to XXX XXX XXXwas issued a citation for a marked lane violation."
FC25001899,2025-04-27 11:47:00,DUDLEY ST,BOSTON,2119,Stopped,Reasonable Suspicion,Body Worn Camera,,Male,Black,Not of Hispanic Origin,60.0,,,1,"Officers conducted a Subject Stop at XXXDudley Street, Roxbury. Officers stopped a male later identified as XXX(XX/XX/XXXX XXXmatched the description of an armed robbery suspect at XXXMelnea Cass BLVD. Officers immediately conducted a pat frisk for weapons and recovered a sheathed knife and then placed XXXin handcuffs and notified him he was being detained. Officers then confirmed with officers on scene as well as the B970 Sgt. Curtain that XXXwas not the suspect. XXX, DOB: XX/XX/XXXXXXXhas a lengthy BOP history, consisting of numerous F/A charges and Robbery charges. XXXwas released forthwith and notified why he was stopped by Boston Police. WHALEN/PIVA (B102D)"
FC25001905,2025-04-27 12:00:00,NEW CHARDON ST,BOSTON,2114,Observed,Reasonable Suspicion,,Passenger Car/ Automobile,Male,Black,Not of Hispanic Origin,35.0,Thin,Dark Brown,0,"Members of the A-1 drug control unit made several observations of XXX at different times throughout the day. XXX was observed in and around the area of XXXNew Chardon St. Members of this drug squad have had several drug-related investigations in this area. XXX changed his clothing several times during the day. Officers observed Him enter a 1998 Mercedes-Benz XXXparked on Bowdoin Street. XXX is described as a black male, 5'7"", short dreadlocks, glasses."
FC25001900,2025-04-27 12:12:00,WALDEN ST,JAMAICA PLAIN,2130,Encountered,Reasonable Suspicion,Body Worn Camera,,Male,Black,Not of Hispanic Origin,48.0,Heavy,,1,"At about 12:12 PM, on Sunday, 04/27/25, Officer Perez and Officer Cahill in the J201D responded to a radio call for an Investigate Person at XXXCentre Street, Jamaica Plain. Officers encountered XXX XX/XX/XXXXacross from XXXWalden Street. XXXappeared to be highly intoxicated and smelled of alcohol while speaking to Officers. XXXwas unable to stand upright, and slurred speak when Officers questioned if he knew where he was or the day of the week, to which XXXcould not correctly give either. XXXfrequents the area because of friends."
FC25001901,2025-04-27 13:45:00,WASHINGTON ST,BOSTON,2108,Stopped,Probable Cause,Drugs,,Male,Asian,Not of Hispanic Origin,41.0,Medium,Light,1,"About 1:45pm, Sgt Byrne observed XXX on Musica Hall Pl passing Marijuana to an unknown B/M. Prior to Sgt Byrne approaching, the unknown b/m left the area and XXXentered into the Corner Mall and proceeded to the basement where the bathrooms are located. As Sgt Byrne proceeded inside to continued monitoring XXXCorner Mall Security informed Sgt Byrne that XXXwas a constant nuisance in the mall and often gets belligerent to Security when they ask him to leave or follow the rules and that they wanted him out of the establishment. Sgt Byrne and Security entered the restroom where XXXwas now smoking a vape blowing smoking into the air. Upon seeing security, he quickly entered a stall at which point Security knocked on the door and told him to exit. XXXexited the stall and was stopped by Sgt Byrne. Sgt Byrne located multiple packages of store-bought marijuana inside XXXbackpack. Sgt Byrne then informed XXXat the behest of Security that he must leave the premises and was being trespassed. XXXrequested to use the restroom and then left the premises without issue after being shown the signs for ""No Smoking / No Vaping"" at the entrances to the restrooms."
FC25001908,2025-04-27 18:31:00,WASHINGTON ST,DORCHESTER,2124,Stopped,Reasonable Suspicion,"Body Worn Camera, Gang",Passenger Car/ Automobile,Male,White,Hispanic Origin,24.0,Thin,,0,"Tstop of a blue Honda Accord XXXat XXXWashington Street in Dorchester for excessive tints (90/9D) Operator - XXX prior F/A The operator stated the vehicle is a relative's vehicle, and that he belongs to a car club where he takes the vehicle to the car meets. The operator stated that he was on his way from a car meet in North Attleboro to his home on West Tremlett Street. The operator was calm and cordial with the officers. Verbal warning issued. FIO to associate the operator with the vehicle. C113F (Walsh/Marcinkevicius)"
FC25001910,2025-04-27 23:30:00,WINTER ST,BOSTON,2111,Encountered,Encounter,"Drugs, Homeless",,Male,Other,Not of Hispanic Origin,53.0,,,0,Encountered XXX sleeping in the doorway of ATTXXX Winter St. He was trespassing but agreed to be transported to XXXSouthampton St shelter. Was warned again about sleeping in doorways
FC25001912,2025-04-27 23:56:00,,BOSTON,2111,Encountered,Encounter,"Drugs, Homeless",,Male,White,Not of Hispanic Origin,38.0,,,0,ENCOUNTERED MR XXXSLEEPING ON THE SIDEWALK ON SOUTH ST. HE WAS VERY UNCOOPERATIVE AND BIPOLAR AND REFUSED ANY SERVICES AND STATED HE WAS DOPE SICK BUT REFUSED EMS AND WALKED AWAY YELLING
FC25001911,2025-04-28 00:08:00,ESSEX ST,BOSTON,2111,Encountered,Encounter,"Homeless, Drugs",,Male,White,Not of Hispanic Origin,59.0,Medium,Light,0,TRANSPORTED HOMELESS MALE MR XXXSLEEPING IN DOORWAY OPPOSITE XXXESSEX ST TO XXXSOUTHAMPTON ST
FC25001915,2025-04-28 00:50:00,WASHINGTON ST,BOSTON,2109,Encountered,Encounter,Homeless,,Male,White,Not of Hispanic Origin,33.0,Medium,Light,0,ENCOUNTERED MR XXX SLEEPING IN DOORWAY AT XXXWASHINGTON ST AND TRANSPORTED TO XXXSOUTHAMPTON ST SHELTER
FC25001916,2025-04-28 01:13:00,WINTER ST,BOSTON,2111,Encountered,Encounter,"Drugs, Homeless",,Male,Asian,Not of Hispanic Origin,36.0,Thin,Dark,0,ENCOUNTERED MR XXXLOITERING ON WINTER ST AND HE REQUESTED TRANSPORTATION OT THE PINE ST INN SHELTER
FC25001918,2025-04-28 01:28:00,,BOSTON,2111,Encountered,Encounter,Homeless,,Male,Black,Not of Hispanic Origin,57.0,Medium,,0,ENCOUNTERED LARGE GROUP OF HOMELESS LOITERING IN THE AREA AND MR XXX AGREED TO BE TRANSPORTED TO THE PINE ST INN FOR SHELTER
FC25001919,2025-04-28 01:59:00,WASHINGTON ST,BOSTON,2108,Encountered,Encounter,Homeless,,Male,Black,Not of Hispanic Origin,33.0,Unknown,,0,ENCOUNTERED MR XXXSLEEPING INTHE DOORWAY OF XXXWASHINGTON ST (CLAIRES) HE HAD BUILT A SMALL ENCAMPMENT OUT OF CARDBOARD. HE REPEATEDLY STATED HE COULD NOT GO TO SHELTER TO A DISABILITY THAT CAUSED ISSUES IN AN OPEN BATHROOM SETTING AT SHELTERS. WE MADE PLAN FOR CRT TO MEET AND ASSIST DURING THE DAYTIME TO ADDRESS THESE ISSUES AND MAKE FUTURE SHELTER PLANS. HE WAS ALLOWED TO CLEAN UO THE AREA AND LEAVE AND STATED HE WOULD NOT SLEEP IN DOORWAYS IN THE FUTURE
FC25001917,2025-04-28 08:30:00,MASSACHUSETTS AVE,BOSTON,2118,Encountered,Encounter,"Drugs, Homeless",,Female,Unknown,Hispanic Origin,69.0,,,0,Officers Peinkofer (D693D) and Deane (D691D) while conducting a CD19 at Mass Ave and Albany St and observed a known drug user. The suspect XXXDOB XX/XX/XXXXis often in the area of Mass Ave and Albany St. Officers have made contact with her about 4 times in the past 2 weeks regarding apparent drug use. The suspect has been observed using crack cocaine with a crack pipe. She usually has a walker or a wheelchair with her and due to her age officers are concerned with her being unhoused. Officers previously spoke to her about getting into various drug treatment programs and provided her with information on local shelters. The suspect continues to stay on the street near the intersection and officers would like to move forward with a section 35. A CJIS query yielded no active warrants for the suspect. It should be noted that Mark43 has two sick assists for drug related illness dating 03/02/25 and 09/26/24.
